code,name,city
BWT,Burnie Wynyard Airport,Wynyard
BWU,Sydney Bankstown,Bankstown
BWW,Las Brujas Airport,Yaguajay
BWX,Bandar Udara Internasional Banyuwangi,Kepuh Wetan
BXA,George R Carr,Varnado
BXC,Boxborough,Harvard
BXD,Bade,Bade
BXE,Bakel,Diawara
BXG,Bendigo,White Hills
BXH,Balhash,Balqash
BXI,Boundiali,Mankono
BXJ,Burundai,Energeticheskiy
BXK,Buckeye Municipal,Buckeye
BXN,Imsik,Karaova
BXO,Buochs,Stans
BXP,Biala Podlaska,Biala Podlaska
BXR,Bam,Bam
BXS,Borrego Springs,Borrego Springs
BXT,Bontang,Bontang
BXU,Butuan Airport,Libertad
BXW,Harun Thohir Airport,Paloh
BXX,Borama International,Baki
BXY,Baikonur Krayniy Airport,Toretam
BYB,Dibaa,Dibba Al-Fujairah
BYC,Yacuiba,Yacuiba
BYD,Beidah,Marbat
BYF,Albert-Bray Airport,Bray-sur-Somme
BYG,Municipal,Buffalo
BYI,Rupert,Burley
BYJ,Beja International,Beja
BYK,Bouake,Bouake
BYM,C.M. de Cespedes,Bayamo
BYN,Bayankhongor,Bayanhongor
BYO,Bonito Airport,Bonito
BYR,Laeso Airport,Byrum
BYS,Bicycle Lake AAF,Fort Irwin
BYT,Bantry,Bantry
BYU,Bindlacher-Berg,Bindlach
BYV,Beira Lake SPB,Colombo
BZC,Buzios,Armacao de Buzios
BZF,Benton Field,Redding
BZG,Bydgoszcz Airport,Bydgoszcz
BZH,Bumi Hills,Siavonga
BZI,Balikesir,Balikesir
BZK,Bryansk International Airport,Bryansk
BZL,Barisal Airport,Barisal
BZN,Bozeman Yellowstone International Airport,Belgrade
BZO,Bolzano,San Giacomo
BZR,Beziers Vias Airport,Portiragnes
BZT,Eagle Air Park,Brazoria
BZU,Buta,Buta
BZV,Maya Maya Airport,Brazzaville
BZX,Bazhong Enyang Airport,Bazhou
BZY,Beltsy Airport,Balti
BZZ,Raf Brize Norton,Carterton
CAA,Catacamas,Santa Maria del Real
CAB,Cabinda Airport,Cabinda
CAC,Cascavel Airport,Cascavel
CAD,Cadillac,Cadillac
CAF,Carauari,Carauari
CAG,Cagliari Elmas Airport,Elmas
CAH,Kamau ,Ca Mau
CAK,Akron-Canton Airport,Greensburg
CAL,Machrihanish Airport,Campbeltown
CAM,Camiri,Camiri
CAO,Clayton,Clayton
CAP,Cap Haitien Airport,Okap
CAQ,Caucasia,Caceres
CAR,Municipal,Caribou
CAS,Anfa,Casablanca
CAU,Caruaru,Caruaru
CAW,Bartolomeu Lisandro Airport,Campos
CAX,Carlisle,Brampton
CAY,Felix Eboue Airport,Matoury
CAZ,Cobar,Cobar
CBB,J Wilsterman Airport,Cochabamba
CBE,Greater Cumberland Regional,Wiley Ford
CBF,Municipal,Council Bluffs
CBG,Cambridge Airport,Fulbourn
CBH,Leger,Bechar
CBJ,Cabo Rojo,Pedernales
CBK,Municipal,Colby
CBL,Ciudad Bolivar,Ciudad Bolivar
CBN,Penggung,Weru
CBO,Awang Airport,Awang
CBP,Coimbra,Coimbra
CBQ,Calabar Airport,Calabar
CBR,Canberra Airport,Forrest
CBS,Oro Negro,Cabimas
CBT,Catumbela Airport,Catumbela
CBV,Coban,Coban
CBW,Campo Mourao,Campo Mourao
CCB,Cable Airport,Claremont
CCC,Jardines del Rey Airport,Moron
CCF,Carcassonne Airport,Pennautier
CCG,Crane County Airport,Crane
CCH,Chile Chico,Chile Chico
CCI,Concordia,Concordia
CCJ,Calicut International Airport,Ferokh
CCK,Cocos Islands Airport,West Island
CCM,Criciuma,Criciuma
CCN,Chakcharan,Fayroz Koh
CCP,Carriel Sur Airport,Concepcion
CCQ,Cachoeira,Cachoeira
CCR,Buchanan Field,Pacheco
CCS,Simon Bolivar International Airport,Catia La Mar
CCT,Colonia Catriel,Picun Leufu
CCU,Netaji Subhas Chandra Bose Airport,Dam Dam
CCY,Municipal,Charles City
CDC,Cedar City Airport,Cedar City
CDE,Caledonia,Corozal
CDH,Harrell Field,Camden
CDI,Cachoeiro Itapemirim,Cachoeiro de Itapemirim
CDK,Lewis,Inglis
CDN,Woodward Field,Camden
CDO,Cradock,Cradock
CDP,Cuddapah,Cuddapah
CDR,Chadron Airport,Chadron
CDS,Childress,Meade
CDT,Castellon,Benlloch
CDW,Caldwell Wright,Caldwell
CDY,Cagayan De Sulu,Cagayan
CDZ,Cadiz,Cadiz
CEB,Mactan-Cebu International Airport,Buagsong
CEC,Del Norte County Regional Airport,Crescent City
CEE,Cherepovets Airport,Tonshalovo
CEF,Westover ARB/Metropolitan,North Chicopee
CEG,Hawarden Airport,Chester
CEH,Chelinda,Livingstonia
CEI,Chiang Rai International Airport,Chiang Rai
CEK,Chelyabinsk International Airport,Potanino
CEN,Ciudad Obregon Airport,Antonio Rosales
CEO,Waco Kungo,Mambajao
CEQ,Mandelieu,Mandelieu-la-Napoule
CER,Maupertus,Fermanville
CES,Cessnock,Cessnock
CET,Le Pontreau,Cholet
CEU,Oconee County,Clemson
CEV,Mettle Field,Connersville
CEW,Bob Sikes,Crestview
CEY,Calloway County,Murray
CEZ,Montezuma County Airport,Cortez
CFB,Cabo Frio International Airport,Cabo Frio
CFC,Cacador,Cacador
CFD,Coulter Field,Bryan
CFE,Clermont-Ferrand Auvergne Airport,Aulnat
CFG,Jaime Gonzalez Airport,Cienfuegos
CFK,Chlef International Airport,Chlef
CFN,Donegal Airport,Derrybeg
CFQ,Creston Valley Airport,Creston
CFR,Carpiquet Airport,Carpiquet
CFS,Coffs Harbour Airport,Coffs Harbour
CFT,Morenci,Clifton
CFU,Ioannis Kapodistrias Airport,Kerkyra
CFV,Municipal,Coffeyville
CGB,Marechal Rondon International Airport,Varzea Grande
CGD,Changde Airport,Doumuhu
CGE,Cambridge,Cambridge
CGF,Cuyahoga County,Highland Heights
CGG,Casiguran,Dinalongan
CGH,Sao Paulo/Congonhas Airport,Diadema
CGI,Cape Girardeau Airport,Scott City
CGJ,Chingola,Chingola
CGK,Soekarno-Hatta International Airport,Teluknaga
CGM,Mambajao,San Vicente
CGN,Cologne Bonn Airport,Wahn-Heide
CGP,Shah Amanat International Airport,Chittagong
CGQ,Changchun Longjia International Airport,Changchun
CGR,Campo Grande International Airport,Campo Grande
CGT,Chinguitti,Chinguetti
CGV,Caiguna,Esperance
CGY,Laguindingan International Airport,Lumbia
CGZ,Municipal,Casa Grande
CHA,Chattanooga Airport,East Ridge
CHB,Chilas,Chilas
CHC,Christchurch International Airport,Prebbleton
CHF,Jinhae,Changwon
CHG,Chaoyang Airport,Chaoyang
CHH,Chachapoyas,Chachapoyas
CHJ,Chipinge,Chipinge
CHK,Municipal,Chickasha
CHL,Challis,Challis
CHM,Chimbote,Buenos Aires
CHO,Charlottesville Albemarle Airport,Hollymead
CHQ,Chania International Airport,Mouzouras
CHR,Chateauroux,Chateauroux
CHS,Charleston International Airport,Hanahan
CHT,Karewa,Waitangi
CHV,Chaves,Chaves
CHX,Changuinola,Changuinola
CHZ,State,Klamath Falls
CIA,Ciampino-G. B. Pastine International Airport,Ciampino
CIC,Chico Municipal Airport,Chico
CID,The Eastern Iowa Airport,Fairfax
CIE,Collie,Collie
CIG,Craig-Moffat,Craig
CIH,Changzhi Airport,Daxinzhuang
CII,Cildir,Choteau
CIJ,E. Beltram Airport,Brasileia
CIM,Cimitarra,Puerto Parra
CIN,Carroll,Carroll
CIO,MCAL Lopez,Concepcion
CIQ,Chiquimula,Chiquimula
CIR,Cairo,Cairo
CIS,Canton Island,Atafu Village
CIT,Shymkent Airport,Shymkent
CIX,Cornel Ruiz Airport,Chiclayo
CIY,Comiso Airport,Comiso
CIZ,Coari,Coari
CJA,Cajamarca Airport,Cajamarca
CJB,Coimbatore International Airport,Irugur
CJC,El Loa Airport,Calama
CJD,Candilejas,Cartagena del Chaira
CJH,Chilko Lake,Hanceville
CJJ,Cheongju Airport,Cheongju-si
CJL,Chitral,Chitral
CJM,Chumphon Airport,Pathio
CJN,Gillespie Field,El Cajon
CJS,Abraham Gonzalez International Airport,Ciudad Juarez
CJT,Copalar,La Trinitaria
CKA,Kegelman Af,Cherokee
CKB,Benedum Airport,Bridgeport
CKC,Cherkassy,Cherkasy
CKE,Clear Lake,Clearlake
CKG,Chongqing Jiangbei International Airport,Shuangfengqiao
CKH,Chokurdah Airport,Chokurdakh
CKK,Cherokee,Salem
CKL,Chkalovsky,Bakhchivandzhi
CKM,Fletcher Field,Clarksdale
CKN,Municipal,Crookston
CKO,Cornelio Procopio,Bandeirantes
CKT,Sarakhs,Sarakhs
CKV,Outlaw Field,Oak Grove
CKW,Christmas Creek Mine,Wilkie
CKY,Conakry Airport,Conakry
CKZ,Canakkale Airport,Canakkale
CLA,Comilla,Comilla
CLD,McClellan-Palomar Airport,Lake San Marcos
CLE,Cleveland Hopkins International Airport,Brook Park
CLG,Coalinga,Coalinga
CLH,Coolah,Dunedoo
CLI,Clintonville,Clinton
CLJ,Avram Iancu Cluj International Airport,Sannicoara
CLK,Municipal,Clinton
CLL,Easterwood Airport,College Station
CLM,Fairchild International,Port Angeles
CLN,Carolina,Carolina
CLO,Alfonso B. Aragon Airport,Palmira
CLQ,Colima Airport,Cuauhtemoc
CLR,Calipatria,Calipatria
CLS,Centralia,Chehalis
CLU,Columbus Municipal,Columbus
CLV,Caldas Novas,Caldas Novas
CLW,Executive,Clearwater
CLX,Clorinda,Asuncion
CLY,Sainte Catherine Airport,Calvi
CLZ,Calabozo,Calabozo
CMC,Camocim,Camocim
CMD,Cootamundra,Cootamundra
CME,Ciudad Del Carmen Airport,Ciudad del Carmen
CMF,Chambery,Voglans
CMH,John Glenn Columbus International Airport,Gahanna
CMI,Willard University Airport,Savoy
CMK,Club Makokola,Monkey Bay
CMN,Mohamed V International Airport,Nouaseur
CMO,Obbia,Hobyo
CMP,Campo Alegre,Campo Alegre
CMR,Colmar-houssen,Colmar
CMS,Scusciuban,Iskushuban
CMT,Cameta,Cameta
CMW,Ign Agramonte International Airport,Camaguey
CMX,Houghton County Airport,Dollar Bay
CMY,Fort Mccoy,Sparta
CMZ,Caia,Nsanje
CNA,Cananea,Cananea
CNB,Coonamble,Coonamble
CND,Kogalniceanu Airport,Mihail Kogalniceanu
CNE,Canon City,Canon City
CNF,Tancredo Neves International Airport,Lagoa Santa
CNG,Parvaud,Chateaubernard
CNH,Municipal,Claremont
CNI,Changhai,Changning
CNK,Blosser Municipal,Concordia
CNL,Sindal,Sindal
CNM,Cavern City Air Terminal,Carlsbad
CNN,Kannur International Airport,Mattanur
CNO,Chino,Chino
CNQ,Camba Punta Airport,Corrientes
CNS,Cairns Airport,Cairns
CNT,Charata,Charata
CNU,Martin Johnson,Chanute
CNV,Canavieiras,Canavieiras
CNW,TSTC Waco Airport,Hillsboro
CNX,Chiang Mai International Airport,Chiang Mai
CNY,Canyonlands Field,Moab
CNZ,Cangamba,Luena
COA,Columbia,Columbia
COC,Concordia,Salto
COD,Yellowstone Regional Airport,Cody
COE,Coeur D'Alene,Coeur d'Alene
COF,Patrick AFB,Rockledge
COG,Mandinga,Condoto
COH,Cooch Behar,Koch Bihar
COI,Merritt Island,Cocoa Beach
COJ,Coonabarabran,Coonabarabran
COK,Cochin International Airport,Angamali
COM,Coleman,Coleman
CON,Concord,Concord
COO,Cotonou Airport,Cotonou
COP,Cooperstown - Westville Airport,Cooperstown
COR,Ingeniero Aeronautico Ambrosio L.V. Taravella International Airport,Villa Allende
COS,Colorado Springs Airport,Security-Widefield
COT,Cotulla,Cotulla
COU,Columbia Regional Airport,Ashland
COV,Covilha,Covilha
COW,Coquimbo,Los Andes
COZ,Constanza,Constanza
CPA,A. Tubman,Harper City
CPC,Chapelco Airport,Junin de los Andes
CPE,Campeche International Airport,Campeche
CPF,Cepu,Cepu
CPH,Copenhagen Airport,Dragor
CPL,Chaparral,Chaparral
CPM,Compton,West Rancho Dominguez
CPO,Chamonate Airport,Copiapo
CPQ,International,Campinas
CPR,Casper/Natrona County International Airport,Mills
CPS,St. Louis Downtown Airport,Cahokia
CPT,Cape Town International Airport,Lansdowne
CPU,Cururupu,Cururupu
CPV,Joao Suassuna Airport,Campina Grande
CPX,Benjamin Rivera Noriega Airport,Culebra
CQD,Shahre-kord,Shahrekord
CQF,Calais,Marck
CQP,Cape Flattery,Magnetic Island
CRA,Craiova Airport,Carcea
CRC,Cartago,Cartago
CRD,General E. Mosconi International Airport,Comodoro Rivadavia
CRE,Grand Strand Airport,North Myrtle Beach
CRF,Carnot,Carnot
CRK,Diosdado Macapagal International (Clark International),Santol
CRL,Charleroi Brussels South Airport,Charleroi
CRM,National Airport,Bobon
CRO,Corcoran,Corcoran
CRQ,Caravelas,Nova Vicosa
CRR,Ceres,Hersilia
CRS,Corsicana,Corsicana
CRT,Municipal,Crossett
CRV,Crotone,Isola di Capo Rizzuto
CRW,Yeager Airport,Charleston
CRX,Roscoe Turner,Corinth
CRZ,Turkmenabad,Turkmenabat
CSB,Caransebes,Caransebes
CSE,Crested Butte,Crested Butte
CSF,Creil,Creil
CSH,Solovky,Rabocheostrovsk
CSI,Casino,Casino
CSJ,Cape St Jacques,Phu Quy
CSK,Cap Skirring,Oussouye
CSM,Sherman,Meeker
CSN,Carson City,Carson City
CSO,Cochstedt,Cochstedt
CSQ,Municipal,Creston
CSS,Cassilandia,Cassilandia
CST,Castaway,Lautoka
CSU,Santa Cruz Do Sul,Santa Cruz do Sul
CSV,Memorial,Crossville
CSY,Cheboksary Airport,Cheboksary
CSZ,Brigadier Hector Ruiz,Coronel Suarez
CTA,Catania-Fontanarossa Airport,Catania
CTB,Cut Bank,Cut Bank
CTC,Catamarca Airport,San Fernando del Valle de Catamarca
CTD,Chitre,Chitre
CTF,Coatepeque Airport,Nuevo Progreso
CTG,Rafael Nunez International Airport,Cartagena
CTH,Chestercounty Carlson,Coatesville
CTK,Canton,Canton
CTM,Chetumal Airport,Chetumal
CTO,Peconic River,Bealeton
CTP,Carutapera,Carutapera
CTQ,Do Palmar,Santa Vitoria
CTS,New Chitose Airport,Chitose
CTT,Le Castellet,Le Castellet
CTU,Chengdu Shuangliu International Airport,Dongsheng
CTV,Catoca Airport,Saurimo
CTW,Cottonwood,Cottonwood
CTX,Cortland,Cortland
CTY,Cross City,Cross City
CTZ,Sampson County,Clinton
CUC,Camilo Daza International Airport,Cucuta
CUD,Caloundra,Dicky Beach
CUE,Mariscal Lamar International Airport,Cuenca
CUF,Levaldigi Airport,Centallo
CUH,Municipal,Cushing
CUI,Currillo,Mani
CUJ,Culion,Bulalacao
CUL,Culiacan International Airport,El Diez
CUM,Cumana,Cumana
CUN,Cancun International Airport,Alfredo V. Bonfil
CUP,Carupano,Carupano
CUR,Curacao International Airport,Sint Michiel Liber
CUS,Municipal,Columbus
CUT,Cutral,Plaza Huincul
CUU,Gen Fierro Villalobos Airport,Ninguno [CERESO]
CUV,Casigua,Dabajuro
CUZ,Alejandro Velasco Astete International Airport,Cusco
CVC,Cleve,Cleve
CVE,Covenas,San Antero
CVF,Courchevel,Courchevel
CVG,Cincinnati/Northern Kentucky Airport,Hebron
CVI,Caleta Olivia,Caleta Olivia
CVJ,General Mariano Matamoros Airport,Cuernavaca
CVM,Ciudad Victoria Airport,Ciudad Victoria
CVN,Clovis Municipal Airport,Texico
CVO,Albany,Albany
CVR,Hughes,Marina del Rey
CVS,Cannon AFB,Cannon Air Force Base
CVT,Coventry Airport,Ryton on Dunsmore
CWA,Central Wisconsin Airport,Mosinee
CWB,Afonso Pena International Airport,Sao Jose dos Pinhais
CWC,Chernivtsi International Airport,Chernivtsi
CWF,Chennault International.,Moss Bluff
CWI,Clinton,Camanche
CWJ,Cangyuan Washan Airport,Mengdong
CWL,Cardiff Airport,Rhoose
CWP,Campbellpore,Sanjwal
CWT,Cowra,Cowra
CWW,Corowa,Corowa
CWX,Cochise County Airport,Willcox
CXA,Caicara Del Orinoco,Maripa
CXB,Coxs Bazar Airport,Cox's Bazar
CXI,Christmas Island Airport,London Village
CXJ,Hugo Cantergiani Regional Airport,Caxias do Sul
CXL,International,Calexico
CXN,Candala,Qandala
CXO,Montgomery Co,Conroe
CXP,Tunggul Wulung,Karangbadar Kidul
CXR,Cam Ranh International Airport,Cam Lam
CYA,Les Cayes,Les Cayes
CYC,Caye Chapel,Shipyard
CYD,San Ignacio Town Airstrip,Benque Viejo del Carmen
CYE,Crystal Lake,Georgetown
CYI,Chiayi Airport,Taibao
CYL,Coyoles,Manto
CYO,Cayo Largo Del Sur Airport,Jaguey Grande
CYP,Calbayog Airport,Sabang
CYR,Laguna De Los Patos,Tarariras
CYU,Cuyo,Cuyo
CYW,Celaya,Colonia Fraccionamiento el Puente
CYX,Cherskiy Airport,Cherskiy
CYZ,Cauayan Airport,Cauayan
CZA,Chichen Itza,Chichen-Itza
CZB,Carlos Ruhl,Cruz Alta
CZE,Coro,Coro
CZJ,Corazon De Jesus,Palenque
CZK,Cascade Locks/Stevens,Cascade Locks
CZL,Ain El Bey Airport,Constantine
CZM,Cozumel Airport,San Miguel de Cozumel
CZS,Campo Internacional Airport,Cruzeiro do Sul
CZT,Carrizo Springs,Carrizo Springs
CZU,Corozal Airport,Morroa
CZW,Czestochowa,Czestochowa
CZX,Changzhou Airport,Luoxi
CZZ,Campo,Springfield
DAA,Davison AAF,Appomattox
DAB,Daytona Beach International Airport,Daytona Beach
DAC,Hazrat Shahjalal International Airport,Tungi
DAD,Da Nang International Airport,Thanh Khe
DAG,Barstow-Daggett,Crestline
DAH,Dathina,Mudiyah
DAL,Dallas Love Field,University Park
DAM,Damascus International Airport,Harran al `Awamid
DAN,Municipal,Danville
DAP,Darchula,Darchula
DAR,Julius Nyerere International Airport,Dar es Salaam
DAT,Datong Airport,Beijiazao
DAV,Enrique Malek Airport,Pedregal
DAX,Dazhou Heshi Airport,Xiwai
DAY,James M. Cox Dayton International Airport,Vandalia
DAZ,Darwaz,Nusay
DBA,Dalbandin,Dalbandin
DBB,Alalamain International,Al `Alamayn
DBC,Baicheng Chang'an,Deshun
DBD,Dhanbad,Dhanbad
DBK,Dutch Bay SPB Seaplane Base,Puttalam
DBM,Debra Marcos,Debre Mark'os
DBN,Municipal,Dublin
DBO,Dubbo City Regional Airport,Dubbo
DBQ,Dubuque Municipal Airport,Dubuque
DBR,Darbhanga Airport,Darbhanga
DBS,Dubois,Dubois
DBU,Dambulu Oya Tank,Dambulla
DBV,Dubrovnik Airport,Jasenice
DBY,Dalby,Dalby
DCI,Rafsu Decimomannu,Villasor
DCM,Mazamet Airport,Lagarrigue
DCP,Cabin Plant Heliport,Fort Nelson
DCR,Decatur Hi-Way,Decatur
DCT,Duncan Town,Duncan Town
DCU,Pyor,Decatur
DCY,Daocheng Yading Airport,Sangpi
DDC,Dodge City Municipal Airport,Dodge City
DDD,Dhaalu Airport,Kudahuvadhoo
DDP,Dorado Beach,Levittown
DDR,Shigatse Tingri Airport,Xigaze
DDU,Dadu,Dadu
DEB,Debrecen Airport,Debrecen
DEC,Decatur Airport,Long Creek
DED,Dehra Dun Airport,Dehradun
DEE,Mendeleyevo Airport,Yuzhno-Kurilsk
DEF,Dezful Airport,Andimeshk
DEH,Municipal,Decorah
DEL,Indira Gandhi International Airport,Gurgaon
DEM,Dembidollo,Dembi Dolo
DEN,Denver International Airport,Lochbuie
DEO,Hyatt Regency Heliport,Melvindale
DEQ,Deqing Moganshan Airport,Leidian
DES,Desroches,Port Glaud
DET,Detroit City,Hamtramck
DEZ,Al Jafrah,Deir ez-Zor
DFA,Danfeng Airport,Yaoshi
DFI,Memorial,Defiance
DFW,Dallas/Fort Worth International Airport,Grapevine
DGC,Degahbur,Baligubadle
DGE,Mudgee,Mudgee
DGH,Deoghar International Airport,Deoghar
DGM,Dongguan,Nancheng
DGN,NAF,Wayne City
DGO,Guadalupe Victoria Airport,Jose Refugio Salcido
DGP,Daugavpils,Daugavpils
DGT,Dumaguete Airport,Dumaguete
DGU,Dedougou,Dedougou
DGW,Converse County,Douglas
DHA,King Abdulaziz AB,Dammam
DHG,Dalnegorks,Dal'negorsk
DHI,Dhangarhi,Dhangarhi
DHL,Dhala,Dhalie
DHM,Gaggal Airport,Dharmsala
DHN,Dothan Regional Airport,Midland City
DHR,De Kooy/Den Helder Airport,Den Helder
DHT,Dalhart,Dalhart
DIA,Doha International Airport,Doha
DIB,Dibrugarh Airport,Dibrugarh
DIE,Antsiranana/Arrachart,Antsiranana
DIG,Diqing Shangri-La Airport,Shangri-La
DIJ,Dijon,Ouges
DIK,Dickinson Regional Airport,Dickinson
DIL,Comoro Airport,Dili
DIM,Dimbokro,Dimbokro
DIN,Dien Bien Airport,Dien Bien Phu
DIQ,Divinopolis,Divinopolis
DIR,Aba Tenna D Yilma Airport,Dire Dawa
DIS,Loubomo,Dolisie
DIU,Diu Airport,Diu
DIV,Divo,Divo
DIY,Diyarbakir Airport,Baglar
DJA,Djougou,Djougou
DJB,Sultan Thaha Airport,Jambi City
DJE,Melita Airport,Houmt Souk
DJH,Jebel Ali Seaplane Base,Jebel Ali
DJJ,Sentani Airport,Sentani
DJO,Daloa,Daloa
DJU,Djupivogur,Reydarfjoerdur
DKA,Katsina,Katsina
DKK,Dunkirk,Dunkirk
DKR,Leopold Sedar Senghor International Airport,Mermoz Boabab
DKS,Dikson,Dikson
DLA,Douala Airport,Douala
DLB,Dalbertis,Olaine
DLC,Dalian Zhoushuizi International Airport,Dalian
DLE,Dole-Jura Airport,Choisey
DLF,Laughlin AFB,Del Rio
DLH,Duluth International Airport,Hermantown
DLI,Lien Khuong Airport,Duc Trong
DLL,Dillon,Dillon
DLM,Dalaman Airport,Dalaman
DLN,Dillon,Dillon
DLR,Dalnerechensk Airport,Dal'nerechensk
DLS,Columbia Gorge Regional/The Dalles Municipal Airport,The Dalles
DLU,Dali Airport,Dali
DLV,Delissaville,Larrakeyah
DLZ,Dalanzadgad,Ogoomor
DMA,Davis Monthan AFB,Tucson
DMB,Jambyl Airport,Taraz
DME,Moscow Domodedovo Airport,Yakovlevskoye
DMK,Don Mueang International Airport,Don Mueang
DMM,King Fahd International Airport,Al Awjam
DMN,Deming,Deming
DMO,Sedalia,Sedalia
DMR,Dhamar,Dhamar
DMU,Dimapur Airport,Dimapur
DNA,Kadena AB,Okinawa
DNE,Dallas North Airport,Westworth
DNF,Martuba,Darnah
DNI,Wad Medani,Wad Medani
DNK,Dnepropetrovsk International Airport,Aviatorskoe
DNL,Daniel Field,Augusta
DNO,Dianopolis,Taguatinga
DNQ,Deniliquin,Deniliquin
DNR,Pleurtuit Airport,Pleurtuit
DNS,Municipal,Denison
DNT,Downtown Heliport,Santa Ana
DNV,Vermilion County,Danville
DNX,Galegu,Kinana
DNZ,Cardak Airport,Cardak
DOC,Dornoch,Dornoch
DOD,Dodoma Airport,Dodoma
DOG,Dongola,Dongola
DOH,Hamad International Airport,Doha
DOK,Donetsk International Airport,Avdiyivka
DOL,Saint Gatien Airport,Saint-Gatien-des-Bois
DOR,Dori,Dori
DOU,Dourados Airport,Dourados
DOV,Dover AFB,Dover Base Housing
DOY,Dongying Airport,Shengli
DPA,DuPage Airport,Wayne
DPE,Dieppe,Saint-Martin-en-Campagne
DPG,Michael AAF,Grantsville
DPK,Deer Park,Old Greenwich
DPL,Dipolog Airport,Dipolog
DPS,Ngurah Rai International Airport,Kelanabian
DPT,Deputatsky,Deputatsky
DQA,Daqing Shi Airport,Wolitun
DRH,Dabra,Dabra
DRI,Beauregard Parish,DeRidder
DRO,Durango-La Plata County Airport,Bayfield
DRT,Del Rio International Airport,Ciudad Acuna
DRU,Drummond,Philipsburg
DRV,Dharavandhoo AIrport,Open Stage
DRW,Darwin International Airport,Ludmilla
DSA,Doncaster Sheffield Airport,Finningley
DSC,Dschang,Bali
DSD,La Desirade,Grande Anse
DSE,Combolcha,Kombolcha
DSG,Dilasag,Cabra
DSI,Destin-Fort Walton Beach Airport,Destin
DSK,Dera Ismail Khan,Shorko
DSM,Des Moines International Airport,Norwalk
DSN,Ordos Ejin Horo Airport,Tianjiao
DSO,Sondok,Sinsang-ni
DSS,Blaise Diagne International Airport,Pout
DSV,Dansville,Dansville
DSX,Dongsha Island,Hudong
DSY,Dara Sakor International Airport,Koh Kong
DTA,Delta,Delta
DTB,Sisingamangaraja XII International Airport,Siborong-borong
DTE,Naga,Daet
DTI,Diamantina,Diamantina
DTL,Municipal,Detroit Lakes
DTM,Dortmund Airport,Holzwickede
DTU,Wudalianchi Dedu Airport,Baoquan
DTW,Detroit Metropolitan Wayne County Airport,Romulus
DUA,Eaker,Durant
DUB,Dublin Airport,Beaumont
DUC,Halliburton Field,Duncan
DUD,Dunedin International Airport,Milton
DUF,Pine Island Airport,Southern Shores
DUG,Bisbee-Douglas International,Pirtleville
DUJ,Du Bois-Jefferson County,Reynoldsville
DUK,Dukuduk,Mtubatuba
DUM,Pinang Kampai,Bagan Besar
DUQ,Duncan/Quam,Duncan
DUR,King Shaka International Airport,Ballitoville
DVL,Devils Lake Airport,Devils Lake
DVN,Davenport,Eldridge
DVO,Francisco Bangoy Intl Airport,Babak
DVT,Phoenix Deer Valley Airport,Glendale
DWA,Dwangwa,Nkhotakota
DWB,Soalala,Sitampiky
DWD,Dawadmi Airport,Ad Dawadimi
DWF,Wright AFB,Kettering
DWO,Diyawanna Oya Seaplane Base,Battaramulla South
DWR,Dwyer Air Base,Markaz-e Hukumat-e Darweshan
DWS,Walt Disney World,Celebration
DXE,Bruce Campbell Field,Madison
DXR,Danbury Municipal Airport,Danbury
DYL,Doylestown,Doylestown
DYR,Anadyr Airport,Anadyr
DYS,Dyess AFB,Abilene
DYU,Dushanbe Airport,Dushanbe
DZA,Dzaoudzi Airport,Pamandzi
DZH,Dazhou Jinya Airport,Dazhou
DZI,Codazzi,Agustin Codazzi
DZN,Zhezhazgan Airport,Zhezqazghan
DZO,Santa Bernardina,Durazno
DZU,Dazu,Longgang
EAB,Abbse,Al Hadiyah
EAM,Nejran,Najran
EAN,Phifer Field,Wheatland
EAP,EuroAirport Basel-Mulhouse-Freiburg Airport,Basel
EAR,Kearney Regional Airport,Kearney
EAS,San Sebastian Airport,Fuenterrabia
EAT,Pangborn Field,East Wenatchee Bench
